"Current Profile for a mix of driving cycles including UDDS, US06, and HWFET",
RecordingTime,Current
19446.9,4.055123
19447,4.02202
19447.1,4.038572
19447.2,4.02202
19447.3,4.038572
19447.4,4.055123
19447.5,4.005468
19447.6,4.038572
19447.7,4.038572
19447.8,4.104779
19447.9,4.005468
19448,4.02202
19448.1,4.02202
19448.2,3.988916
19448.3,4.02202
19448.4,3.988916
19448.5,4.005468
19448.6,4.071675
19448.7,3.972364
19448.8,4.071675
19448.9,4.071675
19449,3.988916
19449.1,3.988916
19449.2,3.906157
19449.3,3.955812
19449.4,3.972364
19449.5,3.972364
19449.6,3.955812
19449.7,3.988916
19449.8,3.988916
19449.9,4.038572
19450,3.988916
19450.1,3.972364
19450.2,3.906157
19450.3,3.906157
19450.4,3.988916
19450.5,3.972364
19450.6,4.005468
19450.7,3.988916
19450.8,3.972364
19450.9,4.038572
19451,3.922709
19451.1,4.071675
19451.2,4.038572
19451.3,3.906157
19451.4,4.02202
19451.5,4.055123
19451.6,3.889605
19451.7,3.972364
19451.8,3.93926
19451.9,3.93926
19452,3.93926
19452.1,4.005468
19452.2,4.055123
19452.3,3.922709
19452.4,3.955812
19452.5,4.038572
19452.6,3.988916
19452.7,3.889605
19452.8,3.988916
19452.9,4.005468
19453,3.93926
19453.1,3.906157
19453.2,3.906157
19453.3,3.889605
19453.4,3.93926
19453.5,3.873053
19453.6,3.889605
19453.7,3.955812
19453.8,3.889605
19453.9,3.873053
19454,3.906157
19454.1,4.005468
19454.2,3.906157
19454.3,3.972364
19454.4,3.988916
19454.5,3.856501
19454.6,3.922709
19454.7,3.972364
19454.8,3.972364
19454.9,3.873053
19455,3.955812
19455.1,3.988916
19455.2,3.906157
19455.3,3.906157
19455.4,3.972364
19455.5,3.906157
19455.6,3.922709
19455.7,3.972364
19455.8,3.972364
19455.9,3.93926
19456,3.93926
19456.1,3.955812
19456.2,3.93926
19456.3,3.922709
19456.4,3.972364
19456.5,3.972364
19456.6,3.889605
19456.7,3.922709
19456.8,3.955812
19456.9,3.906157
19457,3.955812
19457.1,3.972364
19457.2,3.922709
19457.3,3.906157
19457.4,3.955812
19457.5,3.955812
19457.6,3.93926
19457.7,3.93926
19457.8,3.922709
19457.9,3.906157
19458,3.955812
19458.1,3.93926
19458.2,3.922709
19458.3,3.955812
19458.4,3.93926
19458.5,3.922709
19458.6,3.922709
19458.7,3.93926
19458.8,3.922709
19458.9,3.889605
19459,3.889605
19459.1,3.93926
19459.2,3.955812
19459.3,3.906157
19459.4,3.93926
19459.5,3.93926
19459.6,3.922709
19459.7,3.922709
19459.8,3.906157
19459.9,3.906157
19460,3.93926
19460.1,3.922709
19460.2,3.922709
19460.3,3.922709
19460.4,3.93926
19460.5,3.889605
19460.6,3.889605
19460.7,3.889605
19460.8,3.873053
19460.9,3.889605
19461,3.873053
19461.1,3.889605
19461.2,3.889605
19461.3,3.823397
19461.4,3.906157
19461.5,3.922709
19461.6,3.889605
19461.7,3.873053
19461.8,3.922709
19461.9,3.906157
19462,3.922709
19462.1,3.906157
19462.2,3.889605
19462.3,3.873053
19462.4,3.889605
19462.5,3.906157
19462.6,3.889605
19462.7,3.873053
19462.8,3.873053
19462.9,3.856501
19463,3.906157
19463.1,3.873053
19463.2,3.873053
19463.3,3.906157
19463.4,3.922709
19463.5,3.873053
19463.6,3.790294
19463.7,3.856501
19463.8,3.873053
19463.9,3.856501
19464,3.856501
19464.1,3.873053
19464.2,3.839949
19464.3,3.823397
19464.4,3.873053
19464.5,3.839949
19464.6,3.790294
19464.7,3.790294
19464.8,3.922709
19464.9,3.823397
19465,3.873053
19465.1,3.823397
19465.2,3.839949
19465.3,3.823397
19465.4,3.823397
19465.5,3.823397
19465.6,3.873053
19465.7,3.889605
19465.8,3.889605
19465.9,3.873053
19466,3.873053
19466.1,3.75719
19466.2,3.889605
19466.3,3.823397
19466.4,3.889605
19466.5,3.806845
19466.6,3.839949
19466.7,3.856501
19466.8,3.839949
19466.9,3.806845
19467,3.75719
19467.1,3.740638
19467.2,3.740638
19467.3,3.873053
19467.4,3.823397
19467.5,3.823397
19467.6,3.873053
19467.7,3.75719
19467.8,3.806845
19467.9,3.75719
19468,3.773742
19468.1,3.790294
19468.2,3.856501
19468.3,3.856501
19468.4,3.740638
19468.5,3.806845
19468.6,3.790294
19468.7,3.806845
19468.8,3.823397
19468.9,3.823397
19469,3.823397
19469.1,3.740638
19469.2,3.790294
19469.3,3.724086
19469.4,3.740638
19469.5,3.823397
19469.6,3.806845
19469.7,3.740638
19469.8,3.806845
19469.9,3.790294
19470,3.823397
19470.1,3.773742
19470.2,3.806845
19470.3,3.773742
19470.4,3.75719
19470.5,3.773742
19470.6,3.823397
19470.7,3.790294
19470.8,3.806845
19470.9,3.724086
19471,3.724086
19471.1,3.823397
19471.2,3.740638
19471.3,3.790294
19471.4,3.740638
19471.5,3.75719
19471.6,3.806845
19471.7,3.75719
19471.8,3.773742
19471.9,3.806845
19472,3.806845
19472.1,3.773742
19472.2,3.790294
19472.3,3.823397
19472.4,3.823397
19472.5,3.790294
19472.6,3.790294
19472.7,3.806845
19472.8,3.806845
19472.9,3.823397
19473,3.806845
19473.1,3.75719
19473.2,3.773742
19473.3,3.806845
19473.4,3.790294
19473.5,3.75719
19473.6,3.773742
19473.7,3.790294
19473.8,3.773742
19473.9,3.773742
19474,3.806845
19474.1,3.75719
19474.2,3.790294
19474.3,3.790294
19474.4,3.773742
19474.5,3.806845
19474.6,3.790294
19474.7,3.773742
19474.8,3.773742
19474.9,3.773742
19475,3.806845
19475.1,3.790294
19475.2,3.773742
19475.3,3.690983
19475.4,3.773742
19475.5,3.740638
19475.6,3.773742
19475.7,3.75719
19475.8,3.75719
19475.9,3.773742
19476,3.773742
19476.1,3.740638
19476.2,3.724086
19476.3,3.773742
19476.4,3.773742
19476.5,3.740638
19476.6,3.75719
19476.7,3.740638
19476.8,3.740638
19476.9,3.75719
19477,3.75719
19477.1,3.740638
19477.2,3.690983
19477.3,3.740638
19477.4,3.740638
19477.5,3.773742
19477.6,3.740638
19477.7,3.75719
19477.8,3.740638
19477.9,3.75719
19478,3.740638
19478.1,3.740638
19478.2,3.690983
19478.3,3.75719
19478.4,3.75719
19478.5,3.75719
19478.6,3.724086
19478.7,3.724086
19478.8,3.690983
19478.9,3.690983
19479,3.707534
19479.1,3.707534
19479.2,3.674431
19479.3,3.724086
19479.4,3.690983
19479.5,3.724086
19479.6,3.724086
19479.7,3.690983
19479.8,3.608223
19479.9,3.75719
19480,3.740638
19480.1,3.75719
19480.2,3.740638
19480.3,3.690983
19480.4,3.724086
19480.5,3.674431
19480.6,3.690983
19480.7,3.674431
19480.8,3.690983
19480.9,3.690983
19481,3.707534
19481.1,3.674431
19481.2,3.674431
19481.3,3.690983
19481.4,3.674431
19481.5,3.674431
19481.6,3.608223
19481.7,3.674431
19481.8,3.674431
19481.9,3.657879
19482,3.707534
19482.1,3.674431
19482.2,3.674431
19482.3,3.657879
19482.4,3.674431
19482.5,3.657879
19482.6,3.674431
19482.7,3.624775
19482.8,3.674431
19482.9,3.690983
19483,3.690983
19483.1,3.674431
19483.2,3.674431
19483.3,3.724086
19483.4,3.624775
19483.5,3.674431
19483.6,3.657879
19483.7,3.641327
19483.8,3.657879
19483.9,3.690983
19484,3.608223
19484.1,3.591671
19484.2,3.674431
19484.3,3.591671
19484.4,3.575119
19484.5,3.674431
19484.6,3.690983
19484.7,3.575119
19484.8,3.591671
19484.9,3.657879
19485,3.641327
19485.1,3.624775
19485.2,3.657879
19485.3,3.674431
19485.4,3.591671
19485.5,3.575119
19485.6,3.657879
19485.7,3.608223
19485.8,3.591671
19485.9,3.674431
19486,3.674431
19486.1,3.558568
19486.2,3.674431
19486.3,3.674431
19486.4,3.674431
19486.5,3.575119
19486.6,3.575119
19486.7,3.575119
19486.8,3.624775
19486.9,3.591671
19487,3.674431
19487.1,3.641327
19487.2,3.608223
19487.3,3.674431
19487.4,3.657879
19487.5,3.525464
19487.6,3.690983
19487.7,3.624775
19487.8,3.575119
19487.9,3.591671
19488,3.641327
19488.1,3.558568
19488.2,3.591671
19488.3,3.575119
19488.4,3.575119
19488.5,3.591671
19488.6,3.624775
19488.7,3.542016
19488.8,3.624775
19488.9,3.641327
19489,3.525464
19489.1,3.525464
19489.2,3.641327
19489.3,3.674431
19489.4,3.525464
19489.5,3.608223
19489.6,3.525464
19489.7,3.641327
19489.8,3.542016
19489.9,3.542016
19490,3.542016
19490.1,3.542016
19490.2,3.608223
19490.3,3.624775
19490.4,3.525464
19490.5,3.525464
19490.6,3.624775
19490.7,3.624775
19490.8,3.575119
19490.9,3.624775
19491,3.641327
19491.1,3.591671
19491.2,3.591671
19491.3,3.641327
19491.4,3.641327
19491.5,3.591671
19491.6,3.608223
19491.7,3.508912
19491.8,3.508912
19491.9,3.525464
19492,3.608223
19492.1,3.542016
19492.2,3.608223
19492.3,3.608223
19492.4,3.624775
19492.5,3.575119
19492.6,3.657879
19492.7,3.624775
19492.8,3.591671
19492.9,3.624775
19493,3.624775
19493.1,3.624775
19493.2,3.591671
19493.3,3.641327
19493.4,3.624775
19493.5,3.608223
19493.6,3.641327
19493.7,3.624775
19493.8,3.591671
19493.9,3.624775
19494,3.575119
19494.1,3.591671
19494.2,3.624775
19494.3,3.558568
19494.4,3.608223
19494.5,3.558568
19494.6,3.575119
19494.7,3.575119
19494.8,3.608223
19494.9,3.575119
19495,3.591671
19495.1,3.624775
19495.2,3.575119
19495.3,3.591671
19495.4,3.591671
19495.5,3.624775
19495.6,3.608223
19495.7,3.624775
19495.8,3.608223
19495.9,3.608223
19496,3.608223
19496.1,3.624775
19496.2,3.608223
19496.3,3.608223
19496.4,3.558568
19496.5,3.542016
19496.6,3.591671
19496.7,3.624775
19496.8,3.608223
19496.9,3.575119
19497,3.591671
19497.1,3.608223
19497.2,3.608223
19497.3,3.575119
19497.4,3.591671
19497.5,3.558568
19497.6,3.591671
19497.7,3.575119
19497.8,3.608223
19497.9,3.591671
19498,3.591671
19498.1,3.591671
19498.2,3.525464
19498.3,3.575119
19498.4,3.575119
19498.5,3.575119
19498.6,3.542016
19498.7,3.575119
19498.8,3.575119
19498.9,3.591671
19499,3.558568
19499.1,3.575119
19499.2,3.575119
19499.3,3.575119
19499.4,3.558568
19499.5,3.575119
19499.6,3.558568
19499.7,3.558568
19499.8,3.558568
19499.9,3.575119
19500,3.591671
19500.1,3.575119
19500.2,3.525464
19500.3,3.558568
19500.4,3.575119
19500.5,3.558568
19500.6,3.542016
19500.7,3.575119
19500.8,3.542016
19500.9,3.542016
19501,3.558568
19501.1,3.575119
19501.2,3.558568
19501.3,3.575119
19501.4,3.542016
19501.5,3.558568
19501.6,3.542016
19501.7,3.558568
19501.8,3.525464
19501.9,3.558568
19502,3.558568
19502.1,3.542016
19502.2,3.542016
19502.3,3.558568
19502.4,3.558568
19502.5,3.542016
19502.6,3.542016
19502.7,3.525464
19502.8,3.542016
19502.9,3.542016
19503,3.525464
19503.1,3.542016
19503.2,3.542016
19503.3,3.542016
19503.4,3.525464
19503.5,3.508912
19503.6,3.508912
19503.7,3.542016
19503.8,3.525464
19503.9,3.525464
19504,3.542016
19504.1,3.525464
19504.2,3.542016
19504.3,3.525464
19504.4,3.542016
19504.5,3.525464
19504.6,3.542016
19504.7,3.542016
19504.8,3.525464
19504.9,3.525464
19505,3.542016
19505.1,3.525464
19505.2,3.525464
19505.3,3.475808
19505.4,3.525464
19505.5,3.525464
19505.6,3.525464
19505.7,3.525464
19505.8,3.525464
19505.9,3.508912
19506,3.525464
19506.1,3.525464
19506.2,3.49236
19506.3,3.475808
19506.4,3.475808
19506.5,3.525464
19506.6,3.49236
19506.7,3.49236
19506.8,3.542016
19506.9,3.49236
19507,3.508912
19507.1,3.508912
19507.2,3.508912
19507.3,3.475808
19507.4,3.508912
19507.5,3.508912
19507.6,3.49236
19507.7,3.475808
19507.8,3.508912
19507.9,3.475808
19508,3.508912
19508.1,3.426153
19508.2,3.49236
19508.3,3.442704
19508.4,3.49236
19508.5,3.525464
19508.6,3.442704
19508.7,3.426153
19508.8,3.442704
19508.9,3.49236
19509,3.442704
19509.1,3.49236
19509.2,3.49236
19509.3,3.49236
19509.4,3.442704
19509.5,3.459256
19509.6,3.49236
19509.7,3.426153
19509.8,3.442704
19509.9,3.49236
19510,3.426153
19510.1,3.442704
19510.2,3.442704
19510.3,3.475808
19510.4,3.459256
19510.5,3.459256
19510.6,3.442704
19510.7,3.326842
19510.8,3.376497
19510.9,3.442704
19511,3.393049
19511.1,3.393049
19511.2,3.475808
19511.3,3.475808
19511.4,3.393049
19511.5,3.393049
19511.6,3.475808
19511.7,3.459256
19511.8,3.393049
19511.9,3.442704
19512,3.475808
19512.1,3.393049
19512.2,3.393049
19512.3,3.459256
19512.4,3.459256
19512.5,3.426153
19512.6,3.475808
19512.7,3.459256
19512.8,3.326842
19512.9,3.442704
19513,3.459256
19513.1,3.459256
19513.2,3.359945
19513.3,3.359945
19513.4,3.426153
19513.5,3.343393
19513.6,3.376497
19513.7,3.442704
19513.8,3.376497
19513.9,3.393049
19514,3.376497
19514.1,3.426153
19514.2,3.376497
19514.3,3.393049
19514.4,3.442704
19514.5,3.393049
19514.6,3.376497
19514.7,3.409601
19514.8,3.459256
19514.9,3.376497
19515,3.393049
19515.1,3.343393
19515.2,3.393049
19515.3,3.459256
19515.4,3.409601
19515.5,3.393049
19515.6,3.31029
19515.7,3.359945
19515.8,3.442704
19515.9,3.326842
19516,3.409601
19516.1,3.409601
19516.2,3.442704
19516.3,3.359945
19516.4,3.426153
19516.5,3.442704
19516.6,3.359945
19516.7,3.376497
19516.8,3.442704
19516.9,3.359945
19517,3.393049
19517.1,3.426153
19517.2,3.426153
19517.3,3.359945
19517.4,3.393049
19517.5,3.409601
19517.6,3.277186
19517.7,3.31029
19517.8,3.393049
19517.9,3.426153
19518,3.31029
19518.1,3.343393
19518.2,3.409601
19518.3,3.343393
19518.4,3.409601
19518.5,3.426153
19518.6,3.409601
19518.7,3.343393
19518.8,3.343393
19518.9,3.359945
19519,3.359945
19519.1,3.409601
19519.2,3.409601
19519.3,3.376497
19519.4,3.376497
19519.5,3.376497
19519.6,3.409601
19519.7,3.409601
19519.8,3.409601
19519.9,3.409601
19520,3.409601
19520.1,3.293738
19520.2,3.326842
19520.3,3.376497
19520.4,3.326842
19520.5,3.343393
19520.6,3.393049
19520.7,3.326842
19520.8,3.409601
19520.9,3.393049
19521,3.409601
19521.1,3.326842
19521.2,3.376497
19521.3,3.409601
19521.4,3.343393
19521.5,3.359945
19521.6,3.343393
19521.7,3.393049
19521.8,3.359945
19521.9,3.359945
19522,3.393049
19522.1,3.343393
19522.2,3.293738
19522.3,3.343393
19522.4,3.359945
19522.5,3.31029
19522.6,3.393049
19522.7,3.376497
19522.8,3.31029
19522.9,3.376497
19523,3.376497
19523.1,3.393049
19523.2,3.326842
19523.3,3.343393
19523.4,3.343393
19523.5,3.31029
19523.6,3.343393
19523.7,3.326842
19523.8,3.343393
19523.9,3.393049
19524,3.326842
19524.1,3.359945
19524.2,3.359945
19524.3,3.376497
19524.4,3.343393
19524.5,3.343393
19524.6,3.293738
19524.7,3.359945
19524.8,3.376497
19524.9,3.31029
19525,3.376497
19525.1,3.359945
19525.2,3.359945
19525.3,3.326842
19525.4,3.326842
19525.5,3.359945
19525.6,3.31029
19525.7,3.376497
19525.8,3.376497
19525.9,3.343393
19526,3.359945
19526.1,3.343393
19526.2,3.326842
19526.3,3.326842
19526.4,3.359945
19526.5,3.31029
19526.6,3.326842
19526.7,3.343393
19526.8,3.359945
19526.9,3.326842
19527,3.326842
19527.1,3.359945
19527.2,3.343393
19527.3,3.31029
19527.4,3.31029
19527.5,3.326842
19527.6,3.343393
19527.7,3.326842
19527.8,3.326842
19527.9,3.359945
19528,3.326842
19528.1,3.326842
19528.2,3.343393
19528.3,3.31029
19528.4,3.326842
19528.5,3.343393
19528.6,3.343393
19528.7,3.326842
19528.8,3.326842
19528.9,3.293738
19529,3.343393
19529.1,3.326842
19529.2,3.343393
19529.3,3.326842
19529.4,3.293738
19529.5,3.326842
19529.6,3.343393
19529.7,3.293738
19529.8,3.343393
19529.9,3.343393
19530,3.343393
19530.1,3.326842
19530.2,3.326842
19530.3,3.277186
19530.4,3.31029
19530.5,3.326842
19530.6,3.326842
19530.7,3.31029
19530.8,3.326842
19530.9,3.31029
19531,3.293738
19531.1,3.293738
19531.2,3.293738
19531.3,3.293738
19531.4,3.277186
19531.5,3.260634
19531.6,3.326842
19531.7,3.31029
19531.8,3.31029
19531.9,3.260634
19532,3.293738
19532.1,3.31029
19532.2,3.326842
19532.3,3.31029
19532.4,3.31029
19532.5,3.31029
19532.6,3.277186
19532.7,3.277186
19532.8,3.293738
19532.9,3.293738
19533,3.277186
19533.1,3.31029
19533.2,3.244082
19533.3,3.244082
19533.4,3.244082
19533.5,3.31029
19533.6,3.260634
19533.7,3.277186
19533.8,3.31029
19533.9,3.277186
19534,3.210979
19534.1,3.277186
19534.2,3.277186
19534.3,3.244082
19534.4,3.260634
19534.5,3.293738
19534.6,3.277186
19534.7,3.260634
19534.8,3.277186
19534.9,3.277186
19535,3.277186
19535.1,3.244082
19535.2,3.260634
19535.3,3.244082
19535.4,3.210979
19535.5,3.22753
19535.6,3.244082
19535.7,3.260634
19535.8,3.244082
19535.9,3.260634
19536,3.244082
19536.1,3.244082
19536.2,3.22753
19536.3,3.22753
19536.4,3.277186
19536.5,3.22753
19536.6,3.277186
19536.7,3.22753
19536.8,3.22753
19536.9,3.277186
19537,3.260634
19537.1,3.31029
19537.2,3.22753
19537.3,3.244082
19537.4,3.244082
19537.5,3.210979
19537.6,3.244082
19537.7,3.22753
19537.8,3.31029
19537.9,3.210979
19538,3.22753
19538.1,3.244082
19538.2,3.244082
19538.3,3.210979
19538.4,3.210979
19538.5,3.210979
19538.6,3.260634
19538.7,3.210979
19538.8,3.244082
19538.9,3.210979
19539,3.244082
19539.1,3.210979
19539.2,3.293738
19539.3,3.22753
19539.4,3.244082
19539.5,3.210979
19539.6,3.293738
19539.7,3.210979
19539.8,3.194427
19539.9,3.177875
19540,3.194427
19540.1,3.194427
19540.2,3.22753
19540.3,3.210979
19540.4,3.194427
19540.5,3.177875
19540.6,3.260634
19540.7,3.194427
19540.8,3.177875
19540.9,3.194427
19541,3.293738
19541.1,3.210979
19541.2,3.194427
19541.3,3.210979
19541.4,3.210979
19541.5,3.177875
19541.6,3.277186
19541.7,3.177875
19541.8,3.194427
19541.9,3.194427
19542,3.22753
19542.1,3.161323
19542.2,3.161323
19542.3,3.22753
19542.4,3.22753
19542.5,3.161323
19542.6,3.177875
19542.7,3.277186
19542.8,3.161323
19542.9,3.161323
19543,3.277186
19543.1,3.161323
19543.2,3.210979
19543.3,3.161323
19543.4,3.194427
19543.5,3.161323
19543.6,3.144771
19543.7,3.194427
19543.8,3.161323
19543.9,3.144771
19544,3.244082
19544.1,3.128219
19544.2,3.144771
19544.3,3.244082
19544.4,3.244082
19544.5,3.144771
19544.6,3.161323
19544.7,3.260634
19544.8,3.260634
19544.9,3.144771
19545,3.260634
19545.1,3.144771
19545.2,3.22753
19545.3,3.144771
19545.4,3.144771
19545.5,3.144771
19545.6,3.144771
19545.7,3.22753
19545.8,3.22753
19545.9,3.078563
19546,3.210979
19546.1,3.078563
19546.2,3.144771
19546.3,3.161323
19546.4,3.128219
19546.5,3.128219
19546.6,3.128219
19546.7,3.210979
19546.8,3.111667
19546.9,3.22753
19547,3.22753
19547.1,3.078563
19547.2,3.095115
19547.3,3.244082
19547.4,3.078563
19547.5,3.078563
19547.6,3.161323
19547.7,3.144771
19547.8,3.161323
19547.9,3.128219
19548,3.244082
19548.1,3.177875
19548.2,3.144771
19548.3,3.194427
19548.4,3.144771
19548.5,3.210979
19548.6,3.111667
19548.7,3.210979
19548.8,3.210979
19548.9,3.04546
19549,3.22753
19549.1,3.210979
19549.2,3.078563
19549.3,3.194427
19549.4,3.194427
19549.5,3.161323
19549.6,3.128219
19549.7,3.144771
19549.8,3.095115
19549.9,3.095115
19550,3.128219
19550.1,3.194427
19550.2,3.04546
19550.3,3.144771
19550.4,3.062012
19550.5,3.177875
19550.6,3.062012
19550.7,3.111667
19550.8,3.144771
19550.9,3.078563
19551,3.062012
19551.1,3.111667
19551.2,3.111667
19551.3,3.078563
19551.4,3.078563
19551.5,3.078563
19551.6,3.062012
19551.7,3.095115
19551.8,3.144771
19551.9,3.062012
19552,3.128219
19552.1,3.062012
19552.2,3.062012
19552.3,3.128219
19552.4,3.078563
19552.5,3.04546
19552.6,3.078563
19552.7,3.144771
19552.8,3.144771
19552.9,3.062012
19553,3.078563
19553.1,3.128219
19553.2,3.012356
19553.3,3.144771
19553.4,3.095115
19553.5,3.012356
19553.6,3.012356
19553.7,3.095115
19553.8,3.04546
19553.9,3.062012
19554,3.128219
19554.1,3.128219
19554.2,3.078563
19554.3,3.062012
19554.4,3.078563
19554.5,3.078563
19554.6,3.095115
19554.7,3.078563
19554.8,3.095115
19554.9,3.095115
19555,3.078563
19555.1,3.095115
19555.2,3.012356
19555.3,3.028908
19555.4,3.111667
19555.5,3.028908
19555.6,3.04546
19555.7,3.062012
19555.8,3.111667
19555.9,3.062012
19556,3.062012
19556.1,3.128219
19556.2,3.078563
19556.3,3.078563
19556.4,3.128219
19556.5,3.128219
19556.6,3.111667
19556.7,3.111667
19556.8,3.128219
19556.9,3.111667
19557,3.128219
19557.1,3.111667
19557.2,3.078563
19557.3,3.062012
19557.4,3.128219
19557.5,3.128219
19557.6,3.04546
19557.7,3.111667
19557.8,3.111667
19557.9,3.095115
19558,3.062012
19558.1,3.095115
19558.2,3.111667
19558.3,3.095115
19558.4,3.062012
19558.5,3.095115
19558.6,3.111667
19558.7,3.095115
19558.8,3.062012
19558.9,3.095115
19559,3.111667
19559.1,3.095115
19559.2,3.095115
19559.3,3.095115
19559.4,3.095115
19559.5,3.095115
19559.6,3.078563
19559.7,3.095115
19559.8,3.095115
19559.9,3.128219
19560,3.095115
19560.1,3.078563
19560.2,3.078563
19560.3,3.062012
19560.4,3.111667
19560.5,3.095115
19560.6,3.04546
19560.7,3.078563
19560.8,3.078563
19560.9,3.04546
19561,3.04546
19561.1,3.078563
19561.2,3.04546
19561.3,3.04546
19561.4,3.062012
19561.5,3.028908
19561.6,3.062012
19561.7,3.062012
19561.8,3.04546
19561.9,3.095115
19562,3.078563
19562.1,3.078563
19562.2,3.078563
19562.3,3.028908
19562.4,3.062012
19562.5,3.062012
19562.6,3.028908
19562.7,3.04546
19562.8,3.04546
19562.9,2.962701
19563,3.078563
19563.1,3.028908
19563.2,3.028908
19563.3,3.078563
19563.4,3.062012
19563.5,3.062012
19563.6,3.078563
19563.7,3.028908
19563.8,3.078563
19563.9,2.979252
19564,2.995804
19564.1,2.979252
19564.2,3.04546
19564.3,3.062012
19564.4,3.012356
19564.5,3.062012
19564.6,3.04546
19564.7,3.012356
19564.8,2.995804
19564.9,3.078563
19565,3.078563
19565.1,3.078563
19565.2,3.078563
19565.3,2.995804
19565.4,3.028908
19565.5,3.012356
19565.6,3.062012
19565.7,2.962701
19565.8,2.962701
19565.9,2.962701
19566,3.04546
19566.1,3.012356
19566.2,3.04546
19566.3,2.995804
19566.4,3.062012
19566.5,3.062012
19566.6,3.012356
19566.7,2.962701
19566.8,3.028908
19566.9,3.028908
19567,2.995804
19567.1,3.012356
19567.2,3.04546
19567.3,3.012356
19567.4,3.028908
19567.5,3.028908
19567.6,3.028908
19567.7,3.028908
19567.8,3.04546
19567.9,3.062012
19568,3.028908
19568.1,3.012356
19568.2,3.012356
19568.3,3.04546
19568.4,3.04546
19568.5,3.028908
19568.6,3.012356
19568.7,3.04546
19568.8,3.012356
19568.9,2.995804
19569,3.028908
19569.1,3.012356
19569.2,3.028908
19569.3,3.04546
19569.4,3.04546
19569.5,2.995804
19569.6,2.995804
19569.7,3.04546
19569.8,3.012356
19569.9,2.995804
19570,3.012356
19570.1,3.012356
19570.2,2.995804
19570.3,3.012356
19570.4,2.995804
19570.5,2.995804
19570.6,3.028908
19570.7,2.995804
19570.8,3.012356
19570.9,2.979252
19571,2.995804
19571.1,2.995804
19571.2,2.946149
19571.3,2.896493
19571.4,3.028908
19571.5,3.04546
19571.6,2.979252
19571.7,2.929597
19571.8,2.995804
19571.9,2.979252
19572,2.995804
19572.1,2.995804
19572.2,2.946149
19572.3,2.929597
19572.4,2.995804
19572.5,2.929597
19572.6,2.995804
19572.7,2.896493
19572.8,2.979252
19572.9,2.979252
19573,2.913045
19573.1,2.896493
19573.2,2.896493
19573.3,2.946149
19573.4,2.962701
19573.5,2.913045
19573.6,2.913045
19573.7,2.979252
19573.8,3.012356
19573.9,2.946149
19574,2.946149
19574.1,2.995804
